PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
35390638,Ontario,519,5,0.902,4,0.143,2,-0.636,4,0.191
35390639,Ontario,533,4,0.465,2,-0.377,2,-0.717,5,0.743
35390645,Ontario,417,3,-0.488,4,0.420,4,0.134,4,0.493
35390646,Ontario,429,5,1.082,3,-0.177,4,0.234,5,1.929
35390648,Ontario,493,2,-0.675,2,-0.549,5,0.860,2,-0.415
35390649,Ontario,369,1,-0.856,2,-0.589,4,0.258,4,0.049
35390650,Ontario,502,4,0.333,4,0.185,4,0.358,4,0.497
35390651,Ontario,526,1,-1.008,3,-0.192,4,-0.109,2,-0.505
35390652,Ontario,1543,2,-0.771,2,-0.698,4,0.079,2,-0.634
35390655,Ontario,591,5,1.325,3,-0.194,2,-0.559,5,1.462
35390656,Ontario,429,5,0.952,5,1.470,5,1.014,5,2.391
35390657,Ontario,609,3,-0.170,4,0.434,2,-0.570,2,-0.360
35390658,Ontario,450,3,-0.402,3,0.087,1,-0.847,3,-0.304
35390659,Ontario,728,4,0.069,4,0.118,4,-0.120,5,0.934
35390660,Ontario,694,4,0.424,2,-0.649,2,-0.619,4,0.229
35390661,Ontario,799,4,0.358,2,-0.527,3,-0.197,5,0.761
35390662,Ontario,272,4,0.505,4,0.275,3,-0.450,5,1.652
35390663,Ontario,397,3,-0.295,2,-0.470,3,-0.312,4,0.266
35390666,Ontario,364,3,-0.302,2,-0.370,2,-0.726,2,-0.658
35390669,Ontario,2191,5,1.959,3,-0.235,5,0.904,4,0.017
35390670,Ontario,1663,5,0.908,4,0.372,5,0.992,5,0.579
35390672,Ontario,2921,5,2.968,5,2.990,3,-0.158,3,-0.159
35390673,Ontario,1287,4,-0.039,4,0.486,3,-0.209,1,-0.753
35390676,Ontario,953,5,1.545,4,0.454,4,0.500,5,0.578
35390677,Ontario,2718,5,3.095,4,0.527,5,2.475,5,1.536
35390678,Ontario,1255,5,1.069,4,0.327,3,-0.313,5,0.575
35390679,Ontario,957,5,1.684,3,-0.062,5,1.645,2,-0.564
35390680,Ontario,1501,5,1.967,4,0.488,4,0.556,5,2.009
35390681,Ontario,2584,5,2.637,5,0.879,5,1.287,5,1.046
35390682,Ontario,948,5,1.270,3,0.046,4,0.319,5,1.305
35390683,Ontario,934,5,0.780,2,-0.445,3,-0.507,3,-0.009
35390684,Ontario,638,5,2.733,5,2.551,3,-0.455,4,0.359
35390685,Ontario,1483,5,0.945,5,0.742,4,0.221,5,0.987
35390688,Ontario,1249,5,2.496,4,0.486,5,1.841,5,0.819
35390689,Ontario,1722,5,1.440,5,1.096,5,1.282,5,0.643
35390690,Ontario,1388,5,2.668,5,0.857,3,-0.409,3,-0.228
35390691,Ontario,1072,5,2.824,5,2.704,4,0.125,5,0.834
35390692,Ontario,1257,5,2.315,5,1.163,4,-0.089,4,0.035
35390693,Ontario,1080,5,2.618,2,-0.751,4,0.766,4,0.120
35390694,Ontario,1551,5,2.300,3,0.083,4,0.585,5,0.620
35390696,Ontario,3740,5,2.549,4,0.472,5,1.522,4,0.010
35390697,Ontario,314,4,0.670,5,2.937,2,-0.588,1,-1.752
35390698,Ontario,928,3,-0.357,4,0.228,4,-0.112,2,-0.654
35390699,Ontario,475,2,-0.729,1,-1.185,4,0.478,2,-0.585
35390700,Ontario,563,1,-0.924,1,-1.615,4,0.393,1,-0.736
35390701,Ontario,751,1,-0.801,1,-0.998,4,0.105,2,-0.684
35390702,Ontario,1083,2,-0.712,1,-0.984,3,-0.161,2,-0.672
35390703,Ontario,592,3,-0.255,1,-1.415,3,-0.230,1,-0.956
35390704,Ontario,109,5,3.921,5,1.054,5,1.776,5,0.947
35390705,Ontario,755,4,0.507,5,0.832,3,-0.522,3,-0.287
35390706,Ontario,828,4,0.494,5,0.886,2,-0.596,3,-0.326
35390707,Ontario,998,2,-0.542,2,-0.352,4,0.201,1,-0.863
35390708,Ontario,704,3,-0.447,3,-0.141,4,0.616,2,-0.548
35390709,Ontario,978,1,-0.829,4,0.464,3,-0.443,2,-0.663
35390711,Ontario,618,3,-0.387,3,0.053,4,0.115,4,0.456
35390712,Ontario,392,1,-1.383,3,-0.148,1,-0.853,2,-0.370
35390713,Ontario,948,3,-0.287,2,-0.688,1,-0.977,1,-0.805
35390714,Ontario,808,4,0.030,2,-0.609,1,-0.857,3,-0.328
35390715,Ontario,398,3,-0.256,2,-0.747,1,-0.826,2,-0.456
35390716,Ontario,646,3,-0.238,3,-0.188,1,-0.916,3,-0.353
35390717,Ontario,546,2,-0.717,1,-1.332,1,-0.938,2,-0.495
35390718,Ontario,492,1,-0.819,2,-0.440,1,-0.857,2,-0.573
35390719,Ontario,419,2,-0.746,1,-1.231,1,-0.960,1,-0.905
35390720,Ontario,1522,1,-0.906,1,-1.406,1,-0.917,1,-0.990
35390721,Ontario,1152,2,-0.623,4,0.524,1,-0.841,1,-0.982
35390722,Ontario,497,2,-0.724,1,-1.052,1,-1.011,1,-1.253
35390723,Ontario,703,2,-0.630,5,0.647,2,-0.578,1,-1.041
35390724,Ontario,442,1,-1.126,1,-1.135,1,-0.820,1,-1.076
35390725,Ontario,518,2,-0.645,3,-0.125,2,-0.776,4,0.054
35390726,Ontario,448,2,-0.671,3,-0.160,1,-0.803,1,-0.698
35390727,Ontario,7233,3,-0.142,1,-1.153,4,0.282,1,-1.119
35390728,Ontario,3417,4,0.218,5,0.697,4,0.017,1,-1.034
35390729,Ontario,1018,1,-0.904,4,0.191,3,-0.209,2,-0.548
35390730,Ontario,650,4,0.390,5,2.402,3,-0.275,1,-0.876
35390731,Ontario,260,2,-0.738,1,-1.245,2,-0.704,1,-0.728
35390732,Ontario,390,1,-0.802,4,0.532,2,-0.701,2,-0.603
35390733,Ontario,415,1,-0.794,3,-0.254,1,-0.788,2,-0.595
35390734,Ontario,576,1,-1.204,2,-0.424,1,-0.898,1,-1.084
35390735,Ontario,1136,1,-0.955,1,-1.247,2,-0.647,1,-0.989
35390736,Ontario,844,1,-0.999,1,-0.933,1,-0.875,1,-0.904
35390737,Ontario,823,1,-0.859,3,-0.100,1,-0.928,1,-0.938
35390738,Ontario,592,2,-0.604,1,-0.896,2,-0.760,1,-0.744
35390739,Ontario,730,3,-0.404,3,-0.256,1,-0.785,1,-0.757
35390740,Ontario,372,1,-1.040,1,-0.982,1,-0.875,2,-0.517
35390741,Ontario,502,1,-0.829,1,-1.373,1,-1.031,2,-0.553
35390742,Ontario,622,1,-0.814,2,-0.528,1,-0.874,1,-0.894
35390743,Ontario,641,2,-0.639,3,0.059,2,-0.752,2,-0.432
35390744,Ontario,424,1,-0.801,3,0.034,2,-0.600,2,-0.400
35390745,Ontario,748,1,-0.798,1,-0.831,2,-0.759,1,-0.840
35390746,Ontario,3797,4,0.455,3,-0.171,4,0.176,2,-0.664
35390747,Ontario,395,3,-0.317,3,-0.136,1,-0.802,2,-0.419
35390748,Ontario,509,2,-0.721,1,-0.907,1,-0.813,2,-0.626
35390759,Ontario,408,2,-0.680,2,-0.619,1,-0.816,4,0.447
35390760,Ontario,465,2,-0.537,5,0.651,2,-0.710,4,0.218
35390762,Ontario,437,1,-1.000,2,-0.664,1,-0.846,3,-0.219
35390763,Ontario,413,1,-0.957,4,0.286,1,-0.933,1,-1.142
35390764,Ontario,513,2,-0.620,5,0.795,1,-0.799,3,-0.321
35390765,Ontario,961,3,-0.464,5,1.624,2,-0.656,2,-0.397
35390766,Ontario,423,3,-0.418,1,-1.585,3,-0.401,2,-0.398
35390767,Ontario,512,2,-0.578,2,-0.428,3,-0.447,3,-0.057
35390768,Ontario,388,4,0.143,2,-0.679,2,-0.754,3,-0.325
35390769,Ontario,531,3,-0.488,2,-0.482,1,-0.811,3,-0.197
35390770,Ontario,480,4,0.623,4,0.253,3,-0.385,5,0.744
35390771,Ontario,537,3,-0.160,3,-0.112,3,-0.514,4,0.363
35390772,Ontario,384,4,0.238,2,-0.546,3,-0.453,5,0.955
35390773,Ontario,425,4,0.495,4,0.343,1,-0.819,4,0.524
35390774,Ontario,458,5,1.249,3,-0.041,3,-0.530,5,0.737
35390775,Ontario,401,5,0.845,2,-0.361,2,-0.592,5,0.838
35390776,Ontario,363,5,1.767,5,0.829,1,-0.801,5,0.627
35390777,Ontario,452,3,-0.455,3,-0.287,1,-0.813,1,-0.740
35390779,Ontario,473,3,-0.338,5,0.779,3,-0.351,5,0.972
35390780,Ontario,460,3,-0.109,2,-0.537,1,-0.892,3,-0.130
35390781,Ontario,552,4,0.108,3,-0.002,2,-0.711,3,-0.074
35390782,Ontario,400,4,0.053,5,1.222,1,-0.780,2,-0.372
35390783,Ontario,465,3,-0.390,5,0.844,2,-0.702,4,0.070
35390784,Ontario,662,1,-1.061,3,-0.278,2,-0.736,1,-0.735
35390785,Ontario,550,1,-0.955,1,-0.829,2,-0.700,3,-0.289
35390786,Ontario,371,3,-0.514,3,0.041,2,-0.688,5,1.426
35390787,Ontario,557,1,-0.978,2,-0.394,2,-0.577,2,-0.611
35390788,Ontario,988,3,-0.501,3,-0.103,2,-0.669,3,-0.349
35390789,Ontario,794,2,-0.777,2,-0.358,2,-0.619,1,-0.720
35390790,Ontario,827,1,-0.875,1,-1.033,1,-0.790,1,-0.724
35390791,Ontario,438,1,-1.010,2,-0.602,2,-0.757,3,-0.269
35390793,Ontario,485,5,1.129,5,1.316,3,-0.481,4,0.354
35390794,Ontario,431,2,-0.549,2,-0.646,3,-0.484,3,-0.181
35390795,Ontario,435,3,-0.495,4,0.586,3,-0.442,4,0.315
35390796,Ontario,436,2,-0.658,1,-1.271,1,-0.841,3,-0.145
35390797,Ontario,455,2,-0.756,1,-0.914,1,-0.855,3,-0.312
35390798,Ontario,496,1,-0.861,4,0.255,2,-0.701,4,0.237
35390799,Ontario,568,3,-0.468,2,-0.323,1,-0.889,3,-0.151
35390800,Ontario,375,4,0.295,3,-0.309,2,-0.688,5,1.140
35390801,Ontario,370,2,-0.537,3,-0.057,2,-0.751,4,0.066
35390802,Ontario,358,4,0.712,5,1.217,2,-0.741,5,0.970
35390803,Ontario,515,2,-0.723,2,-0.577,1,-0.789,3,-0.170
35390804,Ontario,439,2,-0.553,4,0.243,1,-0.872,2,-0.385
35390805,Ontario,442,3,-0.461,1,-0.893,1,-1.022,2,-0.368
35390806,Ontario,476,2,-0.772,2,-0.443,1,-0.828,2,-0.545
35390807,Ontario,419,1,-0.897,2,-0.688,1,-0.935,1,-0.871
35390808,Ontario,428,3,-0.485,3,-0.149,1,-0.910,1,-0.750
35390809,Ontario,399,2,-0.741,1,-1.307,1,-0.863,3,-0.302
35390810,Ontario,356,1,-1.320,1,-1.262,1,-0.848,1,-1.202
35390811,Ontario,456,1,-0.992,5,0.775,2,-0.681,3,-0.233
35390812,Ontario,373,1,-0.876,3,-0.250,2,-0.763,1,-1.270
35390813,Ontario,441,2,-0.523,2,-0.590,1,-0.825,2,-0.529
35390814,Ontario,482,2,-0.793,1,-1.074,2,-0.617,3,-0.260
35390815,Ontario,703,3,-0.512,1,-0.851,1,-0.904,3,-0.115
35390816,Ontario,433,1,-1.041,2,-0.514,1,-0.892,2,-0.503
35390817,Ontario,495,1,-0.838,1,-0.821,1,-0.827,3,-0.255
35390818,Ontario,620,3,-0.432,3,-0.065,1,-0.777,3,-0.356
35390819,Ontario,594,2,-0.627,3,0.078,1,-0.834,2,-0.585
35390820,Ontario,338,1,-0.950,2,-0.760,1,-0.784,5,0.534
35390821,Ontario,508,2,-0.652,1,-1.003,1,-1.032,1,-0.918
35390822,Ontario,453,2,-0.778,1,-1.157,1,-1.031,4,0.211
35390823,Ontario,320,1,-1.090,4,0.477,1,-0.792,4,0.117
35390824,Ontario,491,2,-0.665,2,-0.742,1,-0.845,3,-0.174
35390825,Ontario,484,1,-0.939,2,-0.696,3,-0.390,3,-0.327
35390826,Ontario,763,3,-0.418,2,-0.600,1,-0.914,4,0.037
35390827,Ontario,392,3,-0.471,3,0.008,1,-0.871,4,0.259
35390828,Ontario,555,3,-0.140,4,0.264,1,-0.947,3,-0.081
35390829,Ontario,656,3,-0.259,2,-0.403,1,-0.897,4,0.365
35390830,Ontario,414,4,0.707,5,1.474,1,-0.897,4,0.084
35390831,Ontario,488,3,-0.485,3,-0.169,1,-0.902,3,-0.053
35390832,Ontario,238,2,-0.766,4,0.305,1,-1.120,3,-0.276
35390833,Ontario,330,3,-0.129,5,1.075,2,-0.571,4,0.446
35390834,Ontario,466,3,-0.463,5,0.711,2,-0.774,3,-0.004
35390835,Ontario,481,4,-0.057,5,0.850,3,-0.501,5,1.696
35390836,Ontario,357,3,-0.517,4,0.204,1,-0.858,3,-0.271
35390837,Ontario,311,3,-0.147,3,0.074,3,-0.436,3,-0.235
35390838,Ontario,669,1,-0.930,1,-1.225,3,-0.252,1,-0.795
35390839,Ontario,498,3,-0.459,2,-0.388,4,-0.102,1,-1.186
35390840,Ontario,694,1,-1.049,1,-1.181,4,0.042,3,-0.218
35390841,Ontario,608,1,-1.203,1,-0.986,4,0.145,1,-0.720
35390842,Ontario,1981,2,-0.723,1,-1.099,4,-0.092,1,-0.841
35390843,Ontario,622,2,-0.578,5,0.985,4,0.017,1,-0.834
35390844,Ontario,631,2,-0.574,2,-0.499,3,-0.197,2,-0.681
35390845,Ontario,1541,4,0.743,2,-0.678,3,-0.220,5,0.750
35390846,Ontario,415,3,-0.420,1,-1.435,2,-0.634,1,-0.723
35390847,Ontario,558,1,-1.129,1,-1.332,2,-0.585,2,-0.564
35390848,Ontario,432,2,-0.757,1,-1.018,2,-0.649,1,-0.697
35390849,Ontario,451,1,-1.163,1,-1.246,2,-0.608,1,-0.914
35390850,Ontario,520,1,-1.050,1,-1.216,3,-0.519,1,-0.858
35390851,Ontario,533,1,-0.872,1,-0.932,3,-0.370,2,-0.371
35390852,Ontario,447,2,-0.632,3,-0.217,3,-0.380,4,0.169
35390853,Ontario,469,5,1.181,4,0.502,2,-0.570,5,0.675
35390854,Ontario,419,4,0.434,4,0.197,4,0.218,5,0.915
35390855,Ontario,872,5,0.972,4,0.348,4,0.119,5,1.149
35390856,Ontario,365,2,-0.552,3,-0.246,3,-0.173,2,-0.551
35390857,Ontario,751,3,-0.322,1,-0.773,4,0.093,5,0.785
35390858,Ontario,364,3,-0.335,2,-0.364,3,-0.509,5,0.575
35390859,Ontario,422,1,-0.877,2,-0.402,2,-0.707,3,-0.008
35390860,Ontario,635,5,1.040,5,0.964,4,-0.005,5,1.547
35390861,Ontario,390,2,-0.740,4,0.469,2,-0.760,3,-0.083
35390862,Ontario,450,2,-0.781,2,-0.419,1,-0.886,4,0.330
35390863,Ontario,620,2,-0.571,1,-0.971,2,-0.687,3,-0.085
35390864,Ontario,220,2,-0.704,1,-1.192,1,-1.034,2,-0.364
35390865,Ontario,436,2,-0.682,1,-1.470,1,-0.930,1,-0.739
35390866,Ontario,557,1,-0.809,2,-0.593,2,-0.713,1,-0.748
35390867,Ontario,544,2,-0.745,1,-1.069,1,-0.939,2,-0.671
35390868,Ontario,490,1,-1.225,4,0.324,2,-0.755,1,-0.804
35390869,Ontario,460,4,0.039,4,0.464,1,-0.910,1,-0.928
35390870,Ontario,358,1,-0.906,2,-0.480,1,-0.789,1,-0.768
35390871,Ontario,1793,1,-0.860,2,-0.463,2,-0.742,1,-0.703
35390872,Ontario,466,1,-0.983,2,-0.730,2,-0.747,2,-0.490
35390873,Ontario,407,2,-0.661,2,-0.398,2,-0.586,3,-0.173
35390874,Ontario,472,3,-0.353,4,0.189,1,-0.807,3,-0.147
35390875,Ontario,461,1,-0.820,2,-0.459,1,-0.883,4,0.188
35390876,Ontario,570,1,-0.905,3,-0.061,1,-0.914,2,-0.578
35390877,Ontario,547,1,-1.118,3,-0.124,4,-0.100,4,0.338
35390878,Ontario,441,1,-1.078,3,-0.010,2,-0.720,3,-0.210
35390879,Ontario,458,2,-0.588,2,-0.660,3,-0.553,4,0.449
35390880,Ontario,362,2,-0.784,5,1.526,2,-0.586,4,0.020
35390881,Ontario,596,2,-0.590,2,-0.502,1,-0.960,2,-0.631
35390882,Ontario,342,2,-0.649,2,-0.567,1,-0.955,3,-0.292
35390883,Ontario,918,2,-0.745,1,-1.194,1,-0.947,1,-1.157
35390884,Ontario,382,1,-0.957,2,-0.631,1,-0.982,2,-0.662
35390885,Ontario,440,1,-0.922,1,-1.000,1,-0.866,4,0.130
35390886,Ontario,573,3,-0.504,1,-1.201,1,-0.894,4,0.173
35390887,Ontario,454,3,-0.469,1,-1.182,1,-0.828,4,0.036
35390888,Ontario,450,1,-1.007,4,0.434,1,-0.802,1,-0.955
35390889,Ontario,316,4,0.735,3,0.089,3,-0.502,5,1.332
35390890,Ontario,651,5,0.958,4,0.271,1,-0.861,4,0.175
35390891,Ontario,477,5,2.155,2,-0.497,4,-0.011,1,-0.767
35390892,Ontario,698,2,-0.664,4,0.423,3,-0.556,2,-0.412
35390893,Ontario,901,4,0.039,2,-0.341,2,-0.631,4,0.070
35390894,Ontario,283,1,-0.948,4,0.584,2,-0.735,2,-0.448
35390895,Ontario,283,1,-1.094,2,-0.402,1,-0.822,1,-0.954
35390896,Ontario,226,2,-0.742,4,0.512,3,-0.317,2,-0.609
35390897,Ontario,736,1,-1.066,1,-1.687,3,-0.437,1,-1.031
35390898,Ontario,1116,1,-0.999,2,-0.462,2,-0.649,1,-1.014
35390899,Ontario,1624,1,-0.925,1,-1.006,2,-0.639,1,-0.882
35390900,Ontario,1119,1,-0.813,1,-1.073,2,-0.633,1,-0.864
35390901,Ontario,1230,3,-0.363,1,-1.333,4,0.018,1,-0.784
35390902,Ontario,2352,4,-0.092,2,-0.535,4,0.293,1,-1.084
35390903,Ontario,770,5,0.865,5,2.747,3,-0.292,3,-0.033
35390904,Ontario,388,5,2.788,3,-0.165,5,0.861,5,0.905
35390905,Ontario,611,2,-0.569,4,0.257,3,-0.205,1,-0.719
35390906,Ontario,548,2,-0.719,2,-0.576,3,-0.405,2,-0.599
35390907,Ontario,1054,3,-0.432,3,-0.069,3,-0.260,3,-0.060
35390908,Ontario,306,4,0.434,4,0.470,4,0.132,5,1.537
35390909,Ontario,615,2,-0.637,1,-1.126,3,-0.383,1,-1.161
35390910,Ontario,718,4,-0.064,5,1.610,3,-0.515,1,-1.035
35390911,Ontario,734,2,-0.782,2,-0.623,2,-0.616,1,-0.910
35390912,Ontario,626,1,-1.093,2,-0.515,3,-0.327,1,-0.906
35390913,Ontario,546,2,-0.738,3,-0.091,3,-0.546,1,-0.786
35390914,Ontario,892,5,2.050,4,0.378,5,1.585,5,0.641
35390915,Ontario,768,2,-0.753,2,-0.625,4,0.322,3,-0.118
35390916,Ontario,945,3,-0.119,4,0.253,4,0.663,4,0.216
35390917,Ontario,1002,1,-0.838,4,0.293,4,0.668,4,0.454
35390918,Ontario,1116,1,-0.900,3,0.077,4,0.379,4,0.177
35390919,Ontario,389,4,0.566,3,0.012,5,2.360,3,-0.113
35390920,Ontario,310,5,2.597,4,0.370,5,1.795,5,2.110
35390921,Ontario,1005,3,-0.200,3,0.005,4,0.454,4,0.394
35390922,Ontario,610,5,2.530,5,1.850,5,1.690,5,1.080
35390923,Ontario,986,1,-0.906,4,0.480,3,-0.216,1,-0.925
35390924,Ontario,1074,5,1.322,5,2.035,4,-0.009,1,-0.914
35390925,Ontario,1081,2,-0.779,1,-0.918,5,1.148,1,-1.113
35390926,Ontario,839,3,-0.260,2,-0.366,5,0.785,3,-0.307
35390927,Ontario,2475,2,-0.534,2,-0.555,4,0.033,2,-0.686
35390928,Ontario,1999,5,2.826,4,0.383,5,1.882,5,1.978
35390929,Ontario,1096,5,2.258,3,0.085,4,0.485,5,1.305
35390930,Ontario,390,4,-0.102,2,-0.714,4,0.126,3,-0.056
35390931,Ontario,470,4,-0.079,1,-1.388,5,0.876,1,-0.766
35390932,Ontario,511,1,-1.230,3,-0.048,3,-0.184,2,-0.586
35390933,Ontario,626,2,-0.747,2,-0.432,4,-0.051,1,-0.848
35390934,Ontario,785,2,-0.540,1,-1.269,3,-0.163,1,-0.729
35390935,Ontario,346,1,-0.965,4,0.274,1,-0.855,1,-1.063
35390936,Ontario,689,1,-0.837,5,1.918,3,-0.553,1,-0.875
35390937,Ontario,628,1,-1.003,2,-0.647,3,-0.409,1,-0.873
35390938,Ontario,2016,2,-0.594,5,1.068,2,-0.602,1,-1.194
35390939,Ontario,1066,3,-0.401,2,-0.517,3,-0.471,1,-1.110
35390940,Ontario,692,4,0.016,5,3.770,2,-0.703,1,-1.351
35390941,Ontario,372,3,-0.179,5,2.939,2,-0.669,1,-1.006
35390942,Ontario,1880,3,-0.134,1,-1.205,4,0.310,1,-1.166
35390943,Ontario,2141,4,0.041,1,-0.835,5,1.129,2,-0.391
35390944,Ontario,602,3,-0.134,5,1.214,4,0.137,2,-0.535
35390945,Ontario,634,3,-0.344,3,-0.125,5,1.291,3,-0.252
35390946,Ontario,2499,5,2.788,4,0.517,5,1.057,2,-0.450
35390947,Ontario,760,5,2.926,4,0.277,5,1.703,5,0.980
35390948,Ontario,539,5,1.710,3,0.007,4,0.136,2,-0.571
35390949,Ontario,1346,2,-0.621,3,0.006,4,0.017,1,-0.805
35390950,Ontario,316,1,-0.977,4,0.102,2,-0.757,1,-0.865
35390951,Ontario,1227,3,-0.387,1,-1.483,3,-0.307,1,-0.994
35390952,Ontario,493,2,-0.726,1,-1.293,4,0.638,1,-0.714
35390953,Ontario,857,2,-0.634,2,-0.757,4,0.322,2,-0.530
35390954,Ontario,1332,3,-0.253,2,-0.653,4,0.353,1,-1.115
35390955,Ontario,385,5,2.841,3,-0.048,5,0.806,5,0.559
35390956,Ontario,433,1,-1.135,2,-0.635,1,-0.813,2,-0.372
35400104,Ontario,309,3,-0.353,4,0.104,3,-0.151,5,0.881
35400105,Ontario,533,1,-1.435,1,-1.065,4,0.515,5,1.752
35400106,Ontario,448,1,-1.150,2,-0.706,1,-0.862,5,0.681
35400107,Ontario,424,1,-0.903,3,-0.026,2,-0.646,4,0.417
35400108,Ontario,440,1,-0.961,2,-0.627,2,-0.682,4,0.301
35400109,Ontario,671,2,-0.791,2,-0.723,2,-0.757,5,0.710
35400110,Ontario,399,3,-0.142,4,0.118,3,-0.229,4,0.304
35400111,Ontario,612,1,-0.860,2,-0.503,2,-0.587,4,0.192
35400112,Ontario,517,1,-0.949,1,-0.773,3,-0.448,5,0.918
35400113,Ontario,559,2,-0.587,2,-0.728,1,-0.840,5,0.609
35400114,Ontario,406,1,-1.120,4,0.422,4,-0.127,4,0.504
35400115,Ontario,647,3,-0.516,3,-0.013,2,-0.734,2,-0.649
35400116,Ontario,418,4,-0.087,5,1.231,1,-0.937,3,-0.120
35400117,Ontario,658,4,0.724,5,0.656,1,-0.782,5,0.656
35400118,Ontario,405,5,1.406,4,0.098,3,-0.487,5,1.366
35400119,Ontario,481,4,-0.088,4,0.401,2,-0.640,5,0.615
35400120,Ontario,427,3,-0.154,4,0.408,1,-0.848,5,0.630
35400121,Ontario,421,2,-0.776,4,0.128,1,-0.823,4,0.215
35400122,Ontario,515,1,-0.923,3,-0.276,1,-0.822,4,0.221
35400123,Ontario,418,1,-0.901,3,-0.098,1,-0.831,4,0.393
35400124,Ontario,527,1,-1.148,2,-0.376,1,-0.955,3,-0.228
35400125,Ontario,476,4,0.400,4,0.464,2,-0.677,5,0.671
35400126,Ontario,462,2,-0.760,2,-0.340,1,-0.866,1,-0.915
35400127,Ontario,433,1,-1.011,2,-0.735,1,-0.797,3,-0.274
35400128,Ontario,443,3,-0.253,2,-0.688,1,-0.800,2,-0.655
35400129,Ontario,395,1,-0.936,3,-0.191,4,0.307,5,0.602
35400130,Ontario,600,4,-0.064,5,1.778,2,-0.697,3,-0.079
35400131,Ontario,434,4,0.598,4,0.615,2,-0.723,4,0.043
35400132,Ontario,459,4,0.192,4,0.259,1,-0.818,4,0.325
35400133,Ontario,479,4,-0.072,3,-0.144,1,-1.008,4,0.519
35400134,Ontario,456,5,0.787,5,1.065,2,-0.767,4,0.146
35400135,Ontario,496,4,0.349,5,0.664,2,-0.712,4,0.439
35400136,Ontario,349,5,0.891,4,0.187,2,-0.696,4,0.521
35400137,Ontario,521,3,-0.112,4,0.200,2,-0.733,5,0.992
35400138,Ontario,499,2,-0.739,1,-1.388,1,-0.811,4,0.072
35400139,Ontario,445,3,-0.365,4,0.190,1,-0.820,3,-0.257
35400140,Ontario,562,3,-0.126,3,-0.027,1,-0.868,3,-0.198
35400141,Ontario,550,4,0.062,5,1.127,2,-0.655,3,-0.036
35400142,Ontario,623,4,0.325,5,0.901,1,-0.832,3,-0.124
35400143,Ontario,505,3,-0.416,4,0.548,2,-0.568,4,0.013
35400144,Ontario,557,3,-0.273,4,0.293,1,-1.020,3,-0.028
35400145,Ontario,443,3,-0.509,1,-0.962,1,-0.950,3,-0.186
35400146,Ontario,340,3,-0.294,1,-0.855,1,-1.005,4,0.396
35400147,Ontario,450,2,-0.529,1,-1.105,1,-0.886,5,0.540
35400148,Ontario,364,4,0.295,2,-0.446,2,-0.665,2,-0.624
35400149,Ontario,471,4,-0.005,2,-0.644,1,-0.941,2,-0.365
35400150,Ontario,476,3,-0.479,2,-0.579,2,-0.744,3,-0.335
35400151,Ontario,609,2,-0.793,5,1.385,2,-0.741,2,-0.517
35400152,Ontario,580,3,-0.314,3,-0.087,1,-1.004,2,-0.680
35400153,Ontario,462,5,0.856,4,0.363,1,-0.928,4,0.301
35400154,Ontario,422,4,-0.098,5,1.585,1,-0.995,3,-0.170
35400155,Ontario,436,4,0.258,3,-0.176,2,-0.694,2,-0.526
35400156,Ontario,702,4,0.696,5,1.469,2,-0.775,4,0.032
35400157,Ontario,696,4,0.118,3,-0.311,3,-0.397,4,0.530
35400158,Ontario,603,3,-0.499,2,-0.399,1,-0.964,3,-0.079
35400159,Ontario,492,3,-0.173,4,0.608,2,-0.611,4,0.100
35400160,Ontario,459,4,0.540,5,0.891,3,-0.504,5,1.933
35400161,Ontario,294,5,0.800,5,0.865,2,-0.604,5,2.002
35400162,Ontario,352,1,-0.881,3,-0.129,2,-0.661,4,0.101
35400163,Ontario,482,2,-0.625,3,-0.256,1,-0.805,5,0.904
35400164,Ontario,365,1,-0.864,3,-0.303,1,-0.867,3,-0.123
35400165,Ontario,351,2,-0.737,1,-1.026,1,-1.027,2,-0.518
35400166,Ontario,632,3,-0.259,4,0.564,1,-0.793,3,-0.001
35400167,Ontario,393,2,-0.623,2,-0.575,1,-0.833,4,0.060
35400168,Ontario,498,3,-0.165,5,0.923,1,-0.863,4,0.177
35400169,Ontario,493,4,-0.022,3,-0.142,1,-0.806,4,0.040
35400170,Ontario,353,2,-0.684,4,0.133,2,-0.664,4,0.174
35400171,Ontario,496,1,-0.890,1,-1.072,1,-0.914,2,-0.544
35400172,Ontario,536,3,-0.155,3,0.023,1,-0.885,3,-0.353
35400173,Ontario,397,1,-0.863,4,0.420,1,-0.888,2,-0.608
35400174,Ontario,406,2,-0.663,3,-0.073,1,-0.824,3,-0.214
35400175,Ontario,622,2,-0.578,5,1.186,1,-0.848,1,-0.964
35400176,Ontario,426,1,-0.880,4,0.387,3,-0.556,2,-0.477
35400177,Ontario,440,3,-0.208,5,1.301,1,-1.007,2,-0.677
35400178,Ontario,468,3,-0.142,5,1.920,2,-0.776,2,-0.429
35400179,Ontario,562,5,0.820,5,0.804,2,-0.692,3,-0.046
35400180,Ontario,407,4,0.547,5,0.762,2,-0.659,5,0.568
35400181,Ontario,494,5,0.940,5,0.650,1,-0.858,4,0.369
35400182,Ontario,526,4,0.538,5,1.123,1,-0.782,3,-0.034
