PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
35390065,Ontario,604,4,0.050,2,-0.498,1,-0.865,4,0.238
35390066,Ontario,380,3,-0.388,1,-0.873,1,-0.827,3,-0.002
35390067,Ontario,438,5,2.565,4,0.402,3,-0.442,5,1.804
35390068,Ontario,406,4,0.324,4,0.617,2,-0.673,2,-0.374
35390069,Ontario,415,3,-0.512,4,0.487,3,-0.441,4,0.291
35390070,Ontario,573,3,-0.255,4,0.337,2,-0.658,3,-0.257
35390071,Ontario,538,4,-0.023,4,0.186,2,-0.598,3,-0.057
35390072,Ontario,835,3,-0.248,4,0.468,3,-0.316,4,0.127
35390073,Ontario,349,3,-0.295,4,0.598,3,-0.149,2,-0.525
35390074,Ontario,415,1,-0.851,4,0.513,3,-0.497,4,0.513
35390075,Ontario,303,2,-0.627,4,0.290,1,-0.893,3,-0.146
35390076,Ontario,536,3,-0.249,3,0.013,3,-0.376,3,-0.111
35390077,Ontario,542,2,-0.762,2,-0.732,2,-0.602,3,-0.355
35390079,Ontario,231,1,-0.978,2,-0.502,3,-0.442,5,0.702
35390087,Ontario,440,4,0.517,2,-0.337,2,-0.667,5,1.276
35390091,Ontario,846,1,-0.859,1,-0.986,3,-0.326,3,-0.317
35390092,Ontario,477,5,0.867,5,0.947,3,-0.172,5,1.062
35390093,Ontario,408,1,-1.213,4,0.439,3,-0.345,2,-0.385
35390094,Ontario,500,2,-0.582,2,-0.742,2,-0.731,1,-0.833
35390095,Ontario,797,5,0.847,5,1.391,3,-0.403,3,-0.042
35390096,Ontario,290,5,1.637,4,0.344,3,-0.440,5,1.957
35390097,Ontario,518,2,-0.755,4,0.141,2,-0.628,3,-0.185
35390098,Ontario,400,2,-0.562,4,0.560,2,-0.703,2,-0.621
35390099,Ontario,852,2,-0.753,5,0.765,2,-0.776,3,-0.135
35390100,Ontario,554,4,-0.054,4,0.399,2,-0.641,5,1.512
35390101,Ontario,317,4,0.056,2,-0.405,1,-0.807,4,0.394
35390102,Ontario,350,4,0.385,4,0.098,2,-0.753,5,0.922
35390103,Ontario,513,4,0.164,3,-0.172,3,-0.350,5,0.543
35390104,Ontario,592,4,0.338,3,-0.089,2,-0.605,5,0.825
35390105,Ontario,449,4,-0.006,2,-0.346,3,-0.447,5,0.951
35390106,Ontario,424,4,-0.102,2,-0.451,2,-0.677,4,0.385
35390107,Ontario,404,4,0.713,1,-0.864,1,-0.882,3,-0.043
35390108,Ontario,454,4,0.573,4,0.248,4,-0.105,5,1.515
35390109,Ontario,400,4,0.554,3,-0.148,1,-0.855,5,0.683
35390110,Ontario,424,5,1.054,5,0.676,3,-0.408,5,0.793
35390111,Ontario,474,5,1.315,4,0.427,3,-0.375,5,2.103
35390112,Ontario,414,5,1.045,5,0.794,3,-0.558,5,1.185
35390113,Ontario,322,4,0.616,4,0.093,3,-0.546,5,1.801
35390114,Ontario,438,5,1.341,3,-0.316,3,-0.292,5,2.175
35390115,Ontario,495,5,0.837,5,0.669,4,-0.090,5,1.826
35390116,Ontario,441,5,1.359,4,0.183,3,-0.344,5,1.247
35390117,Ontario,382,5,2.448,3,-0.143,3,-0.477,5,1.300
35390118,Ontario,381,5,1.869,5,1.180,4,0.033,5,0.547
35390119,Ontario,435,5,2.740,4,0.551,4,-0.097,5,1.237
35390120,Ontario,575,5,2.006,4,0.578,3,-0.338,5,1.322
35390121,Ontario,503,5,3.283,5,1.477,3,-0.380,5,2.204
35390122,Ontario,391,5,2.909,2,-0.490,2,-0.672,5,0.537
35390123,Ontario,730,5,2.828,3,-0.202,3,-0.543,5,0.757
35390124,Ontario,366,3,-0.339,2,-0.742,1,-0.806,2,-0.678
35390125,Ontario,581,3,-0.230,2,-0.582,1,-0.826,2,-0.641
35390126,Ontario,418,5,2.172,4,0.281,1,-0.799,4,0.139
35390127,Ontario,369,5,2.848,5,0.839,1,-0.871,3,-0.079
35390128,Ontario,1001,5,2.617,5,1.754,1,-0.885,2,-0.605
35390129,Ontario,525,5,3.109,4,0.123,1,-0.883,4,0.344
35390130,Ontario,390,5,2.168,3,-0.197,1,-0.976,4,0.115
35390131,Ontario,422,5,0.789,1,-1.396,1,-0.840,3,-0.166
35390132,Ontario,382,5,0.848,1,-0.951,1,-0.817,4,0.160
35390133,Ontario,514,5,0.846,1,-0.771,2,-0.702,4,0.292
35390134,Ontario,526,3,-0.161,2,-0.570,1,-0.804,2,-0.452
35390135,Ontario,392,4,-0.014,2,-0.549,1,-1.032,3,-0.218
35390136,Ontario,460,3,-0.152,1,-1.479,1,-1.195,1,-0.877
35390137,Ontario,570,4,0.303,4,0.104,2,-0.682,4,0.103
35390138,Ontario,327,4,0.322,5,1.093,2,-0.752,3,-0.337
35390139,Ontario,791,5,0.851,5,0.708,3,-0.398,2,-0.387
35390142,Ontario,559,4,0.347,5,0.943,4,0.690,3,0.004
35390143,Ontario,402,3,-0.139,2,-0.381,3,-0.385,4,0.131
35390144,Ontario,822,5,1.288,5,1.456,4,0.612,5,0.723
35390145,Ontario,720,4,-0.099,1,-0.903,4,0.270,2,-0.483
35390146,Ontario,1498,5,1.378,2,-0.344,3,-0.494,2,-0.592
35390147,Ontario,253,1,-1.221,3,-0.261,3,-0.145,1,-1.053
35390148,Ontario,684,2,-0.707,2,-0.413,3,-0.325,2,-0.612
35390149,Ontario,263,2,-0.688,2,-0.456,4,0.222,2,-0.377
35390150,Ontario,424,4,0.203,1,-1.143,4,-0.001,3,-0.071
35390151,Ontario,795,5,1.864,3,-0.244,5,1.435,5,0.786
35390152,Ontario,459,2,-0.550,3,-0.251,3,-0.515,3,-0.048
35390153,Ontario,530,4,-0.094,3,-0.316,3,-0.189,4,0.244
35390154,Ontario,568,4,0.599,4,0.097,4,0.313,5,1.593
35390155,Ontario,425,2,-0.531,2,-0.487,4,0.632,4,0.371
35390156,Ontario,417,2,-0.681,2,-0.343,5,0.918,4,0.273
35390157,Ontario,1154,4,0.374,3,-0.316,5,0.876,3,-0.085
35390158,Ontario,264,3,-0.332,4,0.558,5,1.189,2,-0.544
35390162,Ontario,717,2,-0.594,3,0.023,4,0.602,3,-0.070
35390163,Ontario,260,2,-0.680,2,-0.348,4,0.190,1,-0.915
35390164,Ontario,418,2,-0.641,2,-0.400,5,1.121,3,-0.290
35390166,Ontario,860,4,0.005,3,-0.177,4,0.462,4,0.084
35390167,Ontario,535,3,-0.473,2,-0.591,4,0.050,2,-0.631
35390168,Ontario,766,3,-0.183,1,-0.983,4,0.335,4,0.391
35390170,Ontario,173,2,-0.544,5,1.381,3,-0.166,1,-0.732
35390171,Ontario,281,3,-0.185,4,0.200,4,0.485,5,0.570
35390172,Ontario,998,4,0.605,5,1.212,4,0.022,5,0.555
35390173,Ontario,715,3,-0.427,4,0.334,3,-0.319,4,0.283
35390174,Ontario,674,1,-1.010,5,0.891,2,-0.649,2,-0.377
35390175,Ontario,1108,3,-0.328,3,-0.006,4,0.013,4,0.345
35390176,Ontario,800,4,-0.092,3,-0.184,4,0.102,5,0.696
35390177,Ontario,267,2,-0.790,4,0.108,4,0.718,4,0.517
35390178,Ontario,1158,4,0.089,4,0.585,4,0.571,5,1.342
35390179,Ontario,450,1,-0.965,3,-0.282,4,-0.100,3,-0.113
35390180,Ontario,632,1,-0.876,2,-0.329,3,-0.206,3,-0.188
35390181,Ontario,483,3,-0.458,4,0.213,3,-0.410,4,0.294
35390182,Ontario,265,2,-0.783,2,-0.408,3,-0.414,1,-0.751
35390183,Ontario,709,3,-0.443,2,-0.628,4,0.221,4,0.188
35390185,Ontario,281,1,-0.892,1,-1.038,3,-0.375,1,-0.938
35390186,Ontario,912,4,-0.006,2,-0.449,4,-0.104,4,0.075
35390187,Ontario,611,1,-0.902,4,0.513,3,-0.270,3,-0.224
35390188,Ontario,846,3,-0.333,2,-0.387,4,0.013,3,-0.148
35390191,Ontario,673,4,0.539,4,0.116,4,0.479,5,1.805
35390194,Ontario,493,4,0.613,3,-0.110,3,-0.147,5,0.563
35390197,Ontario,355,5,2.143,4,0.402,4,-0.120,5,1.091
35390198,Ontario,299,5,0.957,2,-0.463,1,-0.788,5,1.354
35390199,Ontario,320,5,1.467,5,0.992,4,-0.046,5,1.795
35390200,Ontario,794,5,2.059,5,0.650,4,-0.002,5,2.300
35390201,Ontario,564,4,0.325,3,0.020,3,-0.401,4,0.326
35390202,Ontario,380,5,1.186,3,-0.007,4,-0.070,5,0.805
35390203,Ontario,568,5,1.226,1,-0.837,3,-0.526,4,0.242
35390204,Ontario,546,4,0.071,2,-0.681,1,-0.983,1,-0.843
35390205,Ontario,494,4,0.114,2,-0.347,2,-0.608,3,-0.019
35390206,Ontario,383,3,-0.319,1,-1.183,1,-0.991,2,-0.483
35390207,Ontario,379,5,1.983,4,0.124,3,-0.325,5,1.587
35390208,Ontario,549,5,1.187,3,-0.142,2,-0.634,2,-0.522
35390212,Ontario,650,4,0.496,1,-1.149,2,-0.633,5,0.890
35390213,Ontario,236,4,0.250,2,-0.328,2,-0.641,5,1.328
35390214,Ontario,715,5,1.653,2,-0.646,3,-0.381,4,0.533
35390215,Ontario,319,4,0.139,2,-0.324,3,-0.400,2,-0.394
35390216,Ontario,423,4,0.054,4,0.453,4,-0.125,4,0.039
35390217,Ontario,504,4,0.076,4,0.331,3,-0.198,4,0.494
35390218,Ontario,773,5,1.912,4,0.550,4,0.616,5,0.749
35390219,Ontario,602,2,-0.641,3,0.089,2,-0.585,2,-0.404
35390226,Ontario,445,3,-0.424,3,-0.218,3,-0.258,2,-0.392
35390227,Ontario,602,3,-0.518,3,-0.113,3,-0.221,4,0.175
35390228,Ontario,1051,4,0.125,2,-0.546,4,0.133,4,0.169
35390234,Ontario,409,3,-0.391,2,-0.458,2,-0.603,4,0.010
35390235,Ontario,487,4,0.165,4,0.271,4,0.419,4,0.088
35390236,Ontario,251,4,0.030,1,-0.956,3,-0.372,3,-0.210
35390237,Ontario,407,4,0.539,1,-0.896,4,0.092,2,-0.422
35390240,Ontario,664,4,0.086,2,-0.629,3,-0.165,2,-0.521
35390241,Ontario,423,2,-0.641,4,0.615,2,-0.592,1,-0.825
35390242,Ontario,334,2,-0.698,2,-0.456,2,-0.748,2,-0.503
35390243,Ontario,517,4,-0.102,3,-0.161,1,-0.822,2,-0.581
35390244,Ontario,481,5,0.790,4,0.143,2,-0.656,3,-0.016
35390245,Ontario,554,4,-0.044,1,-1.574,1,-0.943,2,-0.546
35390246,Ontario,584,3,-0.274,1,-1.044,1,-0.808,4,0.134
35390247,Ontario,592,4,0.305,1,-1.295,1,-1.006,2,-0.538
35390248,Ontario,611,2,-0.746,3,-0.141,1,-0.885,2,-0.637
35390249,Ontario,1018,1,-0.812,4,0.305,3,-0.195,2,-0.669
35390250,Ontario,412,3,-0.230,4,0.637,3,-0.514,1,-0.944
35390256,Ontario,525,2,-0.727,2,-0.589,4,-0.002,1,-0.787
35390257,Ontario,966,4,0.189,3,-0.165,3,-0.357,2,-0.431
35390258,Ontario,477,5,1.528,1,-0.889,4,0.117,4,0.052
35390259,Ontario,573,3,-0.496,4,0.249,3,-0.433,4,0.028
35390260,Ontario,519,3,-0.244,2,-0.665,3,-0.296,3,-0.137
35390261,Ontario,424,2,-0.751,5,1.305,2,-0.709,3,-0.203
35390262,Ontario,650,5,1.286,2,-0.694,5,0.807,4,0.089
35390263,Ontario,421,2,-0.723,3,-0.099,4,-0.017,2,-0.461
35390264,Ontario,683,1,-1.095,3,-0.037,4,0.055,2,-0.592
35390265,Ontario,246,1,-1.087,3,-0.058,3,-0.359,1,-1.022
35390266,Ontario,425,2,-0.763,5,2.472,3,-0.346,1,-0.826
35390267,Ontario,567,4,0.206,4,0.119,2,-0.713,2,-0.497
35390272,Ontario,980,5,1.974,4,0.155,5,2.257,4,0.350
35390273,Ontario,703,4,0.521,3,-0.118,3,-0.162,2,-0.358
35390274,Ontario,452,1,-0.847,2,-0.488,2,-0.686,1,-0.703
35390275,Ontario,383,1,-0.914,3,0.020,3,-0.161,3,-0.099
35390276,Ontario,417,1,-0.989,4,0.165,2,-0.722,3,-0.330
35390277,Ontario,289,2,-0.784,4,0.468,2,-0.710,2,-0.501
35390278,Ontario,500,1,-1.016,4,0.361,3,-0.427,1,-1.121
35390280,Ontario,580,2,-0.693,5,2.342,2,-0.767,1,-1.022
35390281,Ontario,420,4,0.594,4,0.547,3,-0.313,2,-0.475
35390282,Ontario,340,3,-0.145,3,-0.018,3,-0.284,3,-0.248
35390283,Ontario,455,5,1.832,3,-0.063,5,0.942,4,0.409
35390284,Ontario,692,5,1.174,5,0.702,4,0.524,2,-0.550
35390285,Ontario,580,5,1.468,4,0.307,4,0.634,3,-0.134
35390286,Ontario,509,3,-0.329,3,-0.185,4,0.048,2,-0.491
35390287,Ontario,611,5,1.694,4,0.369,2,-0.662,3,-0.028
35390288,Ontario,717,5,2.366,5,0.951,3,-0.142,5,0.860
35390289,Ontario,1312,5,2.452,4,0.131,3,-0.391,4,0.510
35390290,Ontario,372,4,0.103,5,1.496,3,-0.196,3,-0.337
35390291,Ontario,551,5,1.038,5,2.466,2,-0.597,2,-0.686
35390292,Ontario,468,4,-0.066,3,-0.038,4,0.164,2,-0.451
35390293,Ontario,289,3,-0.338,1,-0.963,3,-0.435,3,-0.308
35390296,Ontario,839,2,-0.715,3,-0.142,3,-0.393,1,-0.738
35390297,Ontario,357,4,0.168,5,0.874,2,-0.669,3,-0.314
35390298,Ontario,973,1,-1.031,3,-0.298,2,-0.657,2,-0.666
35390299,Ontario,1371,5,2.192,4,0.296,4,0.337,3,-0.008
35390300,Ontario,459,5,0.815,4,0.196,4,-0.026,5,1.289
35390301,Ontario,492,4,0.233,4,0.302,3,-0.454,3,-0.297
35390303,Ontario,995,5,0.890,3,-0.280,3,-0.192,3,-0.022
35390305,Ontario,230,5,1.089,3,-0.240,3,-0.444,4,0.499
35390306,Ontario,385,5,1.131,2,-0.539,2,-0.774,5,0.972
35390307,Ontario,448,4,0.584,1,-1.474,1,-1.030,3,-0.317
35390308,Ontario,445,4,0.470,4,0.575,2,-0.572,5,0.721
35390311,Ontario,605,5,0.996,1,-0.975,1,-0.805,3,-0.020
35390312,Ontario,534,5,2.101,3,-0.279,1,-0.940,4,0.204
35390313,Ontario,450,4,0.689,3,-0.216,2,-0.723,3,-0.107
35390314,Ontario,545,5,1.613,3,-0.255,2,-0.747,4,0.172
35390315,Ontario,496,5,3.398,5,1.926,3,-0.309,5,0.823
35390316,Ontario,587,5,0.994,4,0.235,3,-0.160,4,0.104
35390321,Ontario,529,5,3.783,5,3.310,3,-0.163,4,0.068
35390323,Ontario,722,5,2.994,2,-0.448,5,1.440,4,0.050
35390324,Ontario,407,5,1.162,2,-0.565,3,-0.195,4,0.114
35390325,Ontario,592,5,1.462,1,-0.959,3,-0.515,3,-0.025
35390326,Ontario,419,5,4.023,5,1.583,4,0.289,5,1.777
35390327,Ontario,370,5,2.594,3,-0.308,3,-0.509,2,-0.379
35390328,Ontario,568,5,2.421,5,1.469,2,-0.727,2,-0.602
35390329,Ontario,274,3,-0.178,5,1.144,1,-0.982,1,-1.187
35390330,Ontario,315,5,2.604,5,0.686,5,1.350,4,0.442
35390333,Ontario,872,5,1.867,3,0.064,4,0.747,4,0.116
35390334,Ontario,434,1,-0.867,4,0.444,4,-0.050,3,-0.244
35390335,Ontario,376,2,-0.559,4,0.201,4,-0.050,1,-0.765
35390336,Ontario,654,2,-0.768,3,-0.108,3,-0.480,2,-0.502
35390337,Ontario,553,3,-0.367,4,0.180,3,-0.344,2,-0.565
35390338,Ontario,245,4,0.511,3,0.084,4,-0.082,4,0.344
35390339,Ontario,347,2,-0.594,3,-0.247,3,-0.504,4,0.086
35390340,Ontario,484,3,-0.400,2,-0.622,4,-0.099,1,-0.863
35390341,Ontario,367,4,-0.033,4,0.203,4,0.332,2,-0.519
35390342,Ontario,360,2,-0.704,2,-0.379,3,-0.217,2,-0.580
35390343,Ontario,267,2,-0.748,1,-0.956,3,-0.348,2,-0.614
35390344,Ontario,372,1,-0.875,1,-1.569,3,-0.528,1,-1.088
35390345,Ontario,651,4,-0.050,1,-1.074,4,0.123,4,0.174
35390346,Ontario,422,3,-0.404,3,-0.279,3,-0.258,3,-0.352
35390347,Ontario,358,4,0.747,1,-1.326,3,-0.268,5,0.895
35390348,Ontario,1002,4,0.377,4,0.165,5,0.838,5,0.537
35390349,Ontario,966,4,0.441,2,-0.388,4,0.494,3,-0.006
35390350,Ontario,747,4,0.536,2,-0.710,4,-0.094,3,-0.220
35390351,Ontario,590,3,-0.316,3,-0.090,3,-0.479,4,0.280
35390352,Ontario,853,4,0.233,3,0.019,4,0.148,3,-0.142
35390353,Ontario,749,2,-0.595,2,-0.681,3,-0.343,2,-0.367
35390354,Ontario,417,4,0.657,2,-0.714,3,-0.247,4,0.020
35390355,Ontario,3989,3,-0.403,1,-0.984,4,0.075,1,-0.884
35390360,Ontario,387,1,-1.047,1,-1.202,2,-0.598,2,-0.462
35390361,Ontario,931,1,-1.074,2,-0.364,3,-0.544,1,-0.874
35390364,Ontario,649,1,-1.114,2,-0.744,4,-0.095,1,-0.924
35390365,Ontario,548,1,-0.954,3,-0.032,4,-0.004,2,-0.672
35390366,Ontario,374,1,-1.104,5,1.210,4,0.360,1,-1.254
35390367,Ontario,362,2,-0.583,2,-0.586,3,-0.318,1,-1.036
35390368,Ontario,417,5,1.181,5,1.171,4,0.605,2,-0.513
35390374,Ontario,423,2,-0.568,5,0.855,4,-0.085,3,-0.258
35390375,Ontario,314,1,-0.850,2,-0.399,4,-0.116,1,-0.891
35390376,Ontario,335,1,-1.170,2,-0.429,2,-0.634,1,-0.816
35390379,Ontario,570,1,-1.125,3,-0.029,4,0.111,3,-0.244
35390394,Ontario,1012,1,-1.138,3,-0.101,1,-0.781,1,-1.013
35390395,Ontario,513,1,-0.975,3,-0.156,2,-0.606,2,-0.657
35390396,Ontario,486,2,-0.532,1,-0.942,1,-0.941,1,-0.831
35390399,Ontario,406,3,-0.502,5,0.929,3,-0.507,2,-0.530
35390400,Ontario,1128,1,-0.877,3,-0.087,3,-0.253,1,-0.818
35390401,Ontario,381,2,-0.760,2,-0.424,1,-0.858,1,-1.038
35390402,Ontario,488,2,-0.734,3,0.042,3,-0.432,1,-0.962
35390405,Ontario,521,3,-0.434,5,0.898,4,0.168,1,-0.757
35390406,Ontario,538,5,1.069,3,-0.107,5,1.196,4,0.423
35390407,Ontario,989,2,-0.644,2,-0.432,3,-0.224,1,-0.825
35390408,Ontario,327,1,-0.995,1,-1.454,1,-0.974,1,-1.203
35390409,Ontario,480,4,0.693,1,-1.907,2,-0.729,2,-0.434
35390410,Ontario,912,5,2.588,4,0.519,5,1.515,4,0.456
35390411,Ontario,757,3,-0.266,4,0.609,3,-0.376,1,-1.061
35390412,Ontario,384,3,-0.377,4,0.477,2,-0.712,2,-0.671
35390413,Ontario,537,2,-0.599,2,-0.598,2,-0.703,1,-0.914
35390414,Ontario,502,3,-0.312,5,2.116,3,-0.523,1,-0.953
35390415,Ontario,510,1,-1.072,5,1.803,1,-0.937,1,-1.480
35390416,Ontario,447,2,-0.615,4,0.443,2,-0.747,1,-0.709
35390417,Ontario,395,2,-0.631,3,-0.223,2,-0.777,2,-0.632
35390418,Ontario,383,1,-1.130,5,0.889,1,-0.883,2,-0.652
35390419,Ontario,369,4,0.219,5,1.352,3,-0.436,1,-0.764
35390420,Ontario,828,1,-0.911,3,-0.019,3,-0.257,1,-0.887
35390421,Ontario,346,2,-0.708,4,0.159,2,-0.613,3,-0.224
35390422,Ontario,402,1,-1.125,4,0.447,1,-0.780,2,-0.542
35390425,Ontario,1093,5,1.524,4,0.283,5,1.277,4,0.448
35390426,Ontario,667,5,2.994,5,1.085,4,0.317,3,-0.082
35390429,Ontario,576,4,0.172,1,-0.785,1,-0.842,1,-0.707
35390430,Ontario,974,5,3.217,4,0.122,4,0.009,2,-0.369
35390434,Ontario,812,4,0.491,2,-0.449,2,-0.701,5,0.757
35390435,Ontario,274,2,-0.718,1,-1.345,1,-0.826,4,0.491
35390437,Ontario,535,4,0.354,5,1.237,2,-0.643,2,-0.498
35390438,Ontario,690,1,-1.021,5,0.722,3,-0.161,1,-1.223
35390439,Ontario,751,4,0.508,5,2.725,3,-0.477,1,-0.726
35390440,Ontario,489,1,-0.844,4,0.504,2,-0.760,1,-0.849
35390441,Ontario,700,1,-1.068,2,-0.551,3,-0.490,1,-1.008
35390442,Ontario,437,5,2.137,5,1.810,2,-0.618,2,-0.499
35390443,Ontario,645,5,1.156,5,2.584,1,-0.789,2,-0.362
35390444,Ontario,234,1,-0.813,4,0.509,1,-0.906,1,-0.979
35390445,Ontario,421,1,-0.920,3,-0.259,2,-0.717,1,-1.007
35390446,Ontario,926,1,-0.916,3,-0.233,2,-0.567,2,-0.685
35390448,Ontario,368,1,-1.095,4,0.199,2,-0.684,1,-0.839
35390449,Ontario,430,1,-0.914,3,-0.086,1,-0.845,2,-0.603
35390451,Ontario,422,1,-1.028,2,-0.721,1,-0.780,2,-0.570
35390452,Ontario,454,3,-0.199,5,0.672,1,-0.801,3,-0.211
35390453,Ontario,388,3,-0.436,2,-0.423,2,-0.651,4,0.253
35390454,Ontario,396,3,-0.341,3,-0.015,2,-0.757,1,-0.735
35390455,Ontario,511,2,-0.709,3,-0.011,2,-0.644,1,-0.871
35390456,Ontario,455,1,-0.973,4,0.501,2,-0.689,1,-0.963
35390457,Ontario,386,2,-0.725,5,0.749,2,-0.597,1,-1.171
35390459,Ontario,911,1,-1.052,1,-1.141,3,-0.385,1,-1.084
35390460,Ontario,4238,4,0.050,2,-0.356,3,-0.420,1,-1.065
35390461,Ontario,489,3,-0.361,3,0.057,1,-0.840,2,-0.681
35390462,Ontario,379,3,-0.507,2,-0.457,1,-0.974,2,-0.604
35390463,Ontario,435,3,-0.378,1,-0.832,2,-0.594,3,-0.345
35390464,Ontario,372,1,-1.362,3,0.057,2,-0.612,1,-1.048
35390465,Ontario,333,1,-1.041,3,0.041,1,-0.799,1,-0.861
35390466,Ontario,477,2,-0.702,2,-0.399,2,-0.567,1,-1.044
35390539,Ontario,408,1,-0.872,4,0.137,3,-0.358,1,-1.152
35390540,Ontario,468,1,-1.027,3,-0.182,3,-0.241,1,-0.819
35390541,Ontario,551,5,4.056,1,-0.798,3,-0.496,3,-0.019
35390542,Ontario,320,5,3.250,1,-0.994,3,-0.481,3,-0.314
35390543,Ontario,520,5,2.756,1,-0.941,3,-0.324,3,-0.198
35390544,Ontario,342,5,2.296,1,-0.833,1,-0.864,2,-0.536
35390545,Ontario,809,5,3.067,3,-0.031,3,-0.551,3,-0.254
35390546,Ontario,564,5,3.937,5,2.302,4,0.067,5,1.534
35390547,Ontario,506,5,3.153,4,0.327,3,-0.530,3,-0.198
35390548,Ontario,712,5,3.412,2,-0.711,2,-0.715,2,-0.429
35390549,Ontario,1339,5,2.739,3,-0.124,4,-0.035,2,-0.437
35390550,Ontario,1011,5,2.892,1,-0.788,3,-0.212,1,-0.859
35390551,Ontario,320,5,1.492,4,0.213,3,-0.406,5,1.071
35390552,Ontario,388,5,2.235,3,0.088,3,-0.199,1,-1.330
35390553,Ontario,305,5,3.734,2,-0.438,2,-0.719,2,-0.549
35390554,Ontario,851,5,2.945,2,-0.473,2,-0.591,2,-0.537
35390555,Ontario,572,5,3.257,4,0.347,3,-0.310,5,1.032
35390556,Ontario,594,5,1.947,1,-0.826,2,-0.622,2,-0.557
35390557,Ontario,530,5,2.686,3,0.083,2,-0.583,3,-0.270
35390558,Ontario,418,5,3.443,5,0.750,2,-0.774,5,0.827
35390559,Ontario,1246,5,3.419,3,-0.062,4,-0.037,5,0.553
35390560,Ontario,421,4,0.513,2,-0.411,3,-0.274,5,1.314
35390561,Ontario,624,4,0.399,3,-0.155,3,-0.306,5,0.897
35390562,Ontario,557,4,0.137,5,0.725,4,-0.089,5,0.842
35390563,Ontario,400,4,0.144,5,0.910,3,-0.148,5,0.866
35390564,Ontario,431,3,-0.476,4,0.556,4,0.173,4,0.180
35390578,Ontario,535,4,0.072,1,-1.414,3,-0.370,4,0.187
35390579,Ontario,591,4,0.173,3,-0.086,3,-0.429,4,0.393
35390580,Ontario,935,3,-0.141,3,-0.247,2,-0.581,4,0.404
35390581,Ontario,333,4,-0.011,2,-0.627,2,-0.641,3,-0.188
35390582,Ontario,705,4,0.444,3,-0.142,3,-0.229,5,0.777
35390584,Ontario,539,4,0.439,5,1.428,3,-0.237,4,0.187
35390585,Ontario,554,5,1.916,5,1.073,4,0.009,5,1.560
35390586,Ontario,372,5,1.135,4,0.460,2,-0.582,5,1.651
35390587,Ontario,475,4,0.096,3,-0.183,2,-0.578,4,0.280
35390588,Ontario,384,3,-0.160,4,0.550,3,-0.419,5,0.669
35390589,Ontario,545,5,1.161,4,0.340,2,-0.622,5,1.244
35390590,Ontario,127,4,0.164,2,-0.456,2,-0.733,5,1.056
35390592,Ontario,507,5,1.473,4,0.432,3,-0.144,4,0.527
35390593,Ontario,499,5,2.562,4,0.113,3,-0.543,5,1.324
35390595,Ontario,754,5,0.999,2,-0.416,4,0.226,5,0.619
35390596,Ontario,554,2,-0.638,5,0.709,3,-0.360,3,-0.346
35390597,Ontario,464,5,1.339,2,-0.723,4,-0.121,4,0.284
35390598,Ontario,634,1,-0.802,3,-0.118,4,0.235,4,0.218
35390599,Ontario,502,4,-0.070,4,0.268,4,0.466,5,1.699
35390600,Ontario,499,2,-0.685,2,-0.326,4,0.140,4,0.143
35390601,Ontario,1026,3,-0.505,2,-0.403,5,1.052,4,0.363
35390604,Ontario,731,5,0.809,5,0.851,3,-0.285,5,0.652
35390605,Ontario,671,4,0.705,5,0.863,4,-0.120,4,0.155
35390606,Ontario,496,4,0.434,4,0.225,5,0.992,5,0.617
35390607,Ontario,438,3,-0.227,5,0.782,3,-0.475,3,-0.187
35390611,Ontario,585,3,-0.251,5,0.714,4,0.566,5,0.550
35390616,Ontario,267,3,-0.253,5,1.812,3,-0.171,5,1.016
35390617,Ontario,277,5,0.952,5,1.060,2,-0.594,4,0.325
35390618,Ontario,492,4,0.516,2,-0.518,3,-0.434,4,0.458
35390619,Ontario,429,2,-0.600,4,0.206,3,-0.433,3,-0.301
35390620,Ontario,427,4,0.076,1,-0.897,4,-0.087,5,1.268
35390621,Ontario,944,5,2.619,4,0.229,3,-0.411,5,1.026
35390622,Ontario,1120,5,2.298,3,-0.026,3,-0.269,5,1.221
35390623,Ontario,281,5,1.264,3,-0.266,4,0.202,5,1.005
35390624,Ontario,479,4,0.059,1,-1.029,2,-0.687,4,0.154
35390625,Ontario,477,4,0.748,1,-1.071,2,-0.662,4,0.243
35390626,Ontario,405,5,2.391,4,0.274,3,-0.462,5,1.103
35390627,Ontario,431,4,0.318,2,-0.430,2,-0.576,5,1.173
35390628,Ontario,449,4,0.130,3,-0.277,3,-0.378,3,-0.201
35390629,Ontario,486,4,0.314,2,-0.664,2,-0.626,4,0.345
35390630,Ontario,598,4,0.336,4,0.162,3,-0.381,4,0.152
35390631,Ontario,547,5,0.832,3,-0.083,3,-0.486,4,0.269
35390632,Ontario,500,5,1.232,3,0.069,4,0.642,4,0.079
35390633,Ontario,538,3,-0.198,3,-0.127,3,-0.450,4,0.221
35390634,Ontario,494,5,1.449,2,-0.410,3,-0.541,5,0.871
35390635,Ontario,555,3,-0.506,1,-1.338,1,-0.811,1,-0.948
35390636,Ontario,526,3,-0.367,1,-0.922,2,-0.751,2,-0.660
35390637,Ontario,766,5,1.178,3,-0.122,2,-0.688,4,0.437
